Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.548930000575975,-0.5388112558646644,-0.4852920031607993,-0.7190503637929251,0.22679156328492292,0.45066788967097987,-0.5423623543284221,-0.6110185033770519,-1.4787575877608568,-1.0513170446777897,-0.41845239001114815,-0.3432301020806517,0.8641556170110977,-0.010634999221702916,-0.3762272421413401,-0.26327021742185996,6
4.3303766817857605,3.619264236166141,3.5649365080505544,3.761965365548601,0.4097760304637159,0.5846127497209725,4.3492837341002994,3.814177520562784,-1.530459563174594,-1.0289390922882686,-0.3807881922885,-0.5606789009722596,-2.73809670875295,-1.645977088840554,-0.5855183356024046,-1.9873235231553488,1
-0.5511125862484229,-0.7346374778585999,-0.8250214132639413,-0.30393969661000864,-1.0566756959953905,-1.0481513373063782,-0.5563007731106355,-0.6141941806443701,0.5674955839470934,0.930601445509554,1.3195234822323507,1.1171809740359904,0.17608447973152677,1.10879701185312,1.1236620311417282,0.7469953517450013,5
-0.28129043249205526,-0.229853646578012,-0.14759528848348996,-0.34247004723436997,0.2523746135027,0.4701883257592973,-0.2793796577869,-0.2404964933974952,-1.31678246468128,-0.30991615034041814,-0.11337997060482091,-0.37524817825721823,0.2660589149143125,-0.29382094951031074,-0.4072725468081314,-0.5451197846517689,6
-0.13560283885616012,-0.10323534775671002,-0.11190959784900006,0.01219371231682256,-0.2110647326370899,0.0693923702895059,-0.13112862042620035,-0.052444510963685735,0.6477175500545882,-0.6493370904335272,0.25319212029293897,0.08147223057172454,-0.20843632765135528,-0.13008231151676433,0.043033899227849136,-0.7074224234804403,6
-0.5609001188733063,-0.7574812259321024,-0.8493261461608296,-0.3042160449410971,-1.1010927851804584,-1.128244229558602,-0.5657385940210017,-0.6284691026900724,0.7637241975381429,0.8818186852854567,1.4200646190380308,1.1803805760589223,0.1726463861980397,1.1785724652306795,1.1922744269094987,0.8932685136053843,5
0.2039938506162752,0.5504785207597692,0.8141091492744301,-0.1858832569706358,1.7330274861072779,1.2681204353405267,0.20473689239822113,0.3563636620214032,-0.557979821940415,-0.23055233180220105,-1.5144640152241913,-1.5675633702102951,0.036854816968964074,-1.2084893544104942,-1.5072042773015943,-0.22527479883159485,4
-0.548486662861259,-0.688987315722747,-0.6656415537980661,-0.5140268517154437,-0.4648897923180188,-0.20165058188599766,-0.5532443969439332,-0.610373780059818,0.5233056707676715,0.8545133800749058,0.9129160134024109,0.4002971273748009,0.4911524414171498,0.5264403033295529,0.366893659468958,0.785688478770544,3
0.6891758250212097,0.9432556518335881,0.9533942415903456,0.7656768555518351,0.46384622852287816,0.621795288578686,0.7330197575197537,0.8845504974599069,-0.11006243743200704,-3.8721825172514186,-0.8392287089767759,-0.6455825294327094,-0.955952569644857,-0.9850615874770402,-0.6662491959519138,-3.3057105484635354,2
-0.5274110699616843,-0.6279975417549007,-0.49517703806279634,-0.6579913035929479,0.10124217289878219,0.3508253066721985,-0.5337306106488344,-0.5798543515397554,-0.5613210537447071,1.0933396340458619,0.6040063113443362,-0.197136208913305,0.7319667460042462,0.06514399004287852,-0.23357092755590053,0.6374944416166612,3
